,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUILD_UP_INDEX,fireweather_index,Classes
1075,28.76,72.96,8.88,0.0,42.2,0.7,6.9,1.53,1.1167630057803468,3.9417833589236224,0
1076,35.3,62.09,13.15,3.07,72.22,20.48,6.9,2.02,4.864440619621342,29.564073405212827,0
1077,29.33,60.98,17.46,1.71,55.25,17.46,6.9,0.96,4.7665281899109795,13.717015298656628,0
1078,21.62,72.48,4.14,0.0,94.5,111.64,734.63,12.19,161.80658202874534,11170.273792936907,1
1079,13.4,79.0,3.6,0.0,88.3,150.3,309.9,6.8,135.86514985779917,5069.727622534716,1
1080,7.14,65.94,12.43,0.0,96.2,57.9,7.9,7.08,5.992924991811334,132.55760694329297,1
1081,11.69,52.39,7.09,0.51,86.8,72.58,298.09,21.24,90.23385828085249,9768.174956825796,1
1082,38.57,65.98,7.97,2.52,65.9,0.7,15.52,0.0,1.25813549507817,0.0,0
1083,34.55,61.91,16.81,1.24,61.94,13.12,258.86,0.56,23.28905712130563,52.055641922136594,0
1084,27.56,37.63,10.92,0.91,90.22,209.7,571.27,14.73,218.70037790273113,19263.385744132953,1
1085,18.51,48.77,6.71,0.0,91.45,66.4,740.96,15.7,108.49374614095441,8975.083461160262,1
1086,22.9,39.0,4.9,0.0,93.5,149.3,728.6,8.1,197.44970731043247,9388.793745157596,1
1087,28.78,63.94,2.78,0.0,89.64,89.03,575.06,5.55,128.3734836109248,3869.815269416783,1
1088,24.65,56.29,0.4,0.2,92.46,91.18,209.81,9.23,87.4016620979532,4088.0026042461272,1
1089,37.35,57.8,2.07,0.0,87.09,48.22,99.47,11.59,43.60006726661212,2258.6531052130367,1
1090,17.98,49.55,5.91,0.47,89.53,95.41,768.59,4.68,145.6262132924244,3786.9640490924835,1
1091,33.29,41.31,9.84,0.0,62.35,36.42,6.9,0.47,5.131148545176111,7.326157844626707,0
1092,29.66,92.04,16.88,0.0,65.26,0.7,159.01,0.6,1.3847598905200296,1.9926236875329522,0
1093,39.0,63.29,9.63,2.49,58.74,6.26,152.93,1.07,11.35771503143908,42.61063013704632,0
1094,18.59,43.25,0.45,0.0,90.28,94.7,613.69,8.7,136.67382296223133,6531.86774756331,1
1095,31.55,60.44,6.25,0.0,95.23,17.61,448.79,1.9,32.073666183050435,257.7010589812989,1
1096,18.83,57.67,18.74,0.39,48.53,6.46,6.9,1.63,3.867592190889371,18.1984277693872,0
1097,12.51,38.52,1.74,0.01,91.58,134.26,268.06,7.42,119.22855543224398,4741.476450819468,1
1098,31.26,40.27,17.57,7.58,73.18,18.81,85.77,1.54,24.298109115554052,150.5031594258655,0
1099,32.77,57.69,7.33,0.47,92.91,8.31,269.26,13.01,15.429521264674953,743.8543302206851,1
1100,25.64,26.07,4.5,0.45,89.17,115.23,428.18,1.9,137.7698763708456,1440.0140494222358,1
1101,10.05,36.19,0.4,0.49,89.38,13.0,496.89,1.9,24.40382326828992,186.63975941353635,1
1102,22.0,69.17,10.68,0.9,87.3,72.24,123.15,10.48,58.57682962962964,2894.080493769878,1
1103,19.89,17.59,9.51,0.39,88.51,89.72,363.13,8.85,110.9239351071617,5193.247209363063,1
1104,27.27,58.05,7.34,0.0,87.22,24.51,657.22,6.81,44.83945525021051,1371.7766080253937,1
1105,17.01,61.95,7.79,0.18,91.6,80.34,114.62,11.02,58.380009509620564,3031.1359051317936,1
1106,36.0,48.0,13.0,0.0,90.3,22.2,108.5,8.7,29.37439024390244,1063.6810692521708,1
1107,21.56,99.72,13.82,3.63,64.87,40.38,134.45,1.87,46.126516567544606,389.4810901405889,0
1108,21.74,31.48,11.1,0.66,88.42,115.63,247.43,6.95,106.65448001416577,3893.6586312705913,1
1109,28.98,59.87,16.04,3.11,76.4,18.87,6.9,1.2,4.815644937586685,17.355034382402344,0
1110,32.0,67.0,14.0,4.5,64.6,4.4,8.2,1.0,3.7583333333333337,10.793312316957138,0
1111,20.44,54.47,4.58,0.0,87.73,120.78,7.9,5.82,6.158863966435373,112.53742248949659,1
1112,27.17,39.16,19.42,0.0,91.5,58.34,363.38,8.71,83.26135223769221,3642.9025003709276,1
1113,17.82,55.45,12.79,0.0,93.07,79.81,7.9,7.6,6.079296131131735,144.7174934864559,1
1114,18.38,55.36,8.66,0.0,67.61,21.58,6.9,1.49,4.8940673788003295,21.964035721240013,0
1115,39.0,52.1,7.15,0.0,63.86,10.08,135.36,1.14,16.995874439461886,73.06090709959564,0
1116,27.28,51.52,10.56,0.0,91.19,61.15,233.52,8.78,73.91269555765473,3190.5405360150435,1
1117,27.58,51.14,4.37,0.0,90.46,161.2,816.75,12.36,215.88046730887478,15918.236133352542,1
1118,19.56,70.91,26.15,7.24,75.65,2.31,201.8,1.05,4.491465735276406,13.986359590740005,0
1119,19.7,49.06,0.85,0.58,83.18,204.52,855.74,14.65,256.0509492041199,23078.25984842142,1
1120,25.34,54.55,6.31,0.0,92.82,21.69,756.71,5.81,40.479298340804135,1037.2102813220247,1
1121,29.69,65.77,13.82,0.76,91.22,75.27,406.31,11.91,102.88889946760642,6395.240061223246,1
1122,13.91,47.26,15.54,2.38,60.51,17.98,6.9,0.99,4.785419479267117,14.21187794024978,0
1123,19.66,51.95,8.35,0.0,94.68,157.93,90.99,12.04,59.158530304745625,3363.8905461389686,1
1124,17.32,58.26,0.4,0.0,89.88,3.0,132.74,9.27,5.679121505989732,162.88378619537323,1
1125,28.16,64.69,10.92,0.0,80.98,6.67,6.9,1.37,3.90439024390244,15.467552837229901,0
1126,24.48,63.19,8.08,0.64,84.43,3.0,599.53,2.01,5.92586857321714,37.13630189114759,1
1127,27.92,76.63,21.66,3.33,59.83,19.21,23.69,1.29,12.691484347765464,58.56637545452333,0
1128,29.52,48.71,3.01,0.0,87.71,37.53,582.27,14.25,64.64355778403923,4420.669116011181,1
1129,26.19,85.23,8.78,4.96,62.95,17.42,6.9,0.07,4.765034687809712,0.9998290877961553,0
1130,16.48,71.89,0.4,0.76,92.34,17.19,860.6,2.61,32.7448501784578,362.76119367701176,1
1131,33.96,52.85,0.4,0.0,93.2,117.75,364.0,6.42,130.20239225365484,4551.8162259370465,1
1132,27.95,55.04,8.23,2.84,66.51,13.93,21.28,0.41,10.56698689956332,14.994156172109935,0
1133,30.12,63.68,11.65,3.67,82.1,13.35,65.89,0.78,17.722893265501433,52.52294272409398,0
1134,24.75,89.94,18.27,2.61,66.92,4.58,102.62,1.12,8.24054703252389,30.540075676850897,0
1135,28.05,79.56,10.02,1.11,82.1,21.94,14.86,1.38,9.353848802180464,43.70167337457767,0
1136,34.75,60.01,14.4,1.47,67.5,0.7,198.62,0.31,1.387772620651794,1.032166871034683,0
1137,37.02,70.08,11.96,2.65,82.1,17.13,6.9,2.19,4.754027149321267,31.19508387035783,0
1138,15.9,38.0,5.4,0.0,91.1,132.3,812.1,12.5,188.02262764142276,13675.835555449017,1
1139,27.46,63.84,2.39,0.0,80.24,47.15,98.75,14.08,42.98730525100981,2698.4378287634318,1
1140,30.69,43.71,12.86,0.0,68.71,0.7,140.54,1.81,1.3827816431231987,6.000945579703217,0
1141,17.9,44.0,2.2,0.0,90.2,99.6,631.2,6.3,142.84826175869122,4983.238113844993,1
1142,33.0,76.0,14.0,0.0,81.1,8.1,18.7,2.6,7.777663671373556,66.2197078676879,0
1143,13.7,43.0,5.8,0.0,85.9,19.5,57.3,2.8,21.072135785007074,231.28837504709313,1
1144,16.41,30.73,7.58,0.29,91.44,61.11,117.77,1.9,53.2031617660648,468.35216288175,1
1145,19.16,74.6,25.76,4.75,82.1,0.7,72.19,1.5,1.3668650256965105,4.905654403088825,1
1146,16.98,66.59,10.19,0.77,90.54,64.91,138.61,9.39,59.804743340478915,2657.362285802696,1
1147,24.8,35.89,8.66,0.05,93.98,15.0,651.96,3.24,28.36828822556783,380.1629260326217,1
1148,23.76,44.79,9.2,0.73,96.2,13.05,487.97,9.44,24.464347525427637,930.0204105728697,1
1149,32.79,74.19,12.77,5.77,65.68,23.09,274.16,0.83,38.147878933968094,138.15180462392436,0
1150,27.37,45.4,11.84,0.0,94.21,56.42,205.7,5.56,66.93925883201155,1797.3757460173235,1
1151,23.22,69.72,14.55,0.0,65.15,0.7,6.9,0.53,1.1167630057803468,1.365454366163085,0
1152,18.35,38.54,14.37,0.0,94.76,171.22,287.73,11.22,137.6543926904915,8495.247998176897,1
1153,7.32,17.5,12.04,0.0,85.11,156.42,36.04,10.2,26.399010981292,1099.3608473454929,1
1154,33.8,64.69,15.83,0.0,65.85,1.22,6.9,1.53,1.6920603015075375,6.437482397433469,0
1155,23.64,38.69,7.59,0.11,90.44,3.0,457.57,15.98,5.903240372417055,293.912425840591,1
1156,20.7,45.0,2.2,0.0,95.2,131.7,578.8,10.4,167.89375034414405,9954.659255708893,1
1157,20.43,65.56,2.74,0.47,93.6,188.6,681.02,8.57,222.88614861347304,11461.203750986644,1
1158,18.46,57.31,2.11,0.53,60.31,20.52,6.9,0.81,4.865567010309278,11.85814129463112,0
1159,24.36,57.2,11.54,0.0,79.23,18.45,6.9,0.0,4.801697312588402,0.0,0
1160,20.34,72.19,20.83,1.64,60.55,4.23,83.47,1.28,7.508705406986018,31.273847616100888,0
1161,21.53,79.57,9.45,0.0,66.81,10.1,6.9,2.51,4.335303265940903,32.066146907956636,0
1162,22.09,26.8,4.95,0.17,86.83,180.6,723.1,9.83,222.3597139451728,13109.635231972543,1
1163,11.0,34.99,7.99,0.3,87.46,31.42,13.5,8.57,9.216078218359588,266.68129826108014,1
1164,23.33,34.94,5.36,1.23,87.45,105.56,860.6,1.9,161.57391907514454,1738.1049732934275,1
1165,24.32,70.42,10.33,0.0,87.84,119.72,736.96,1.9,170.2832323934148,1849.2332159934663,1
1166,32.11,69.54,20.35,1.29,82.1,21.96,145.32,1.64,31.87720707222056,220.82921409350428,1
1167,19.22,75.85,12.26,1.9,54.65,16.72,6.9,0.07,4.737905544147844,0.993112775424151,0
1168,24.61,33.89,6.46,0.68,89.06,3.0,658.83,6.49,5.932465895277116,120.06536409846173,1
1169,18.51,75.47,12.9,5.83,82.1,23.35,6.9,0.51,4.936499425507469,7.594896181523159,0
1170,15.43,39.93,1.48,1.08,88.22,156.19,307.51,8.1,137.62469651926617,6131.371234702731,1
1171,23.62,48.26,3.52,0.07,92.39,141.31,408.59,2.41,151.56977391007592,2044.4236919003886,1
1172,36.0,43.0,16.0,0.0,91.2,46.1,137.7,11.5,50.19150029650128,2646.3181143298134,1
1173,12.05,63.57,9.07,0.0,93.85,3.57,586.52,10.68,7.032980040138048,241.53865909416504,1
1174,17.96,57.69,7.57,0.42,90.52,151.27,466.31,10.93,167.05735140351814,10400.466819146637,1
1175,23.92,51.77,13.38,0.5,86.44,169.91,7.9,4.38,6.204606228693593,85.43615509620142,1
1176,14.47,61.72,3.17,1.21,94.25,4.61,310.64,5.74,8.890167460773206,171.1848779760511,1
1177,13.2,77.7,9.96,0.0,91.64,77.86,487.26,6.93,111.27000219970377,4081.557765445661,1
1178,15.79,39.29,0.4,0.16,88.4,87.86,492.65,5.21,121.53370489962093,3405.374072111278,1
1179,28.13,27.32,9.41,0.0,89.56,36.54,586.05,6.77,63.224880425155,2045.904001750571,1
1180,39.0,94.15,18.27,6.27,55.85,11.04,6.9,0.49,4.416,6.397706131597933,0
1181,37.37,25.56,9.98,6.71,65.05,2.01,193.69,1.19,3.9183443625292496,13.4920212726737,0
1182,25.36,96.3,17.36,0.18,73.1,9.43,6.9,0.79,4.270188679245284,9.913831647706942,0
1183,21.62,74.2,16.66,0.0,75.4,4.75,6.9,1.24,3.4913448735019976,12.268686364128685,0
1184,5.66,29.78,10.01,0.62,92.73,43.38,433.82,9.65,69.40863997639552,3255.8430408081904,1
1185,22.06,41.23,2.56,0.27,87.07,90.69,531.37,10.93,127.13431773062744,7534.329432677565,1
1186,29.0,89.0,13.0,0.7,36.1,1.7,7.6,0.0,2.180590717299578,0.0,0
1187,17.29,48.74,15.48,0.01,85.83,143.88,322.44,8.42,136.02095522913183,6286.014632489724,1
1188,27.92,71.02,13.98,2.73,58.22,9.73,6.9,1.96,4.300208166533227,24.800590958586234,0
1189,2.2,65.74,4.57,0.84,93.18,108.36,173.2,8.68,84.5212879981986,3695.2937872116863,1
1190,29.81,77.31,18.78,7.92,82.1,7.7,6.9,0.96,4.063479923518165,11.36181153347297,0
1191,21.78,34.13,15.2,0.0,94.32,56.19,217.35,7.17,68.26184028505554,2371.9956557445475,1
1192,30.3,70.49,19.82,0.0,55.03,7.8,6.9,0.55,4.077272727272727,6.535461846686117,0
1193,10.98,52.23,6.31,0.62,94.65,85.98,382.11,17.68,110.05198070545676,10278.553568814868,1
1194,13.98,45.87,0.84,0.0,86.73,108.28,609.12,6.31,149.92956195585464,5284.514130069421,1
1195,29.2,64.66,4.54,3.9,77.43,0.7,178.94,1.19,1.3864408655708669,3.9577008594581273,0
1196,19.29,55.33,19.35,4.27,65.13,0.7,6.9,1.56,1.1167630057803468,4.019073228706438,0
1197,6.77,39.49,12.31,0.0,92.25,67.28,193.79,4.64,72.03619547501313,1635.700582234645,1
1198,32.85,53.95,21.15,0.0,82.1,0.7,6.9,1.72,1.1167630057803468,4.431285867548125,1
1199,7.49,52.0,1.32,0.19,89.52,124.25,7.9,11.23,6.163252491955107,217.32961720132184,1
1200,22.25,47.99,21.56,5.76,66.24,3.59,6.9,0.97,3.1207559055118113,8.40658950752691,0
1201,19.4,55.0,4.0,0.0,94.3,131.7,607.1,22.7,170.7803065093181,22169.623373169772,1
1202,27.61,68.79,27.46,2.8,56.96,0.7,114.42,2.66,1.3789102177842814,8.789929241632347,1
1203,32.42,76.52,17.55,0.0,54.21,0.7,6.9,0.41,1.1167630057803468,1.0562948870318203,0
1204,28.55,63.73,11.21,0.0,76.04,8.02,6.9,2.26,4.106716141001856,27.08388382979494,0
1205,15.2,27.0,4.9,0.0,91.7,35.8,80.8,7.8,33.971109806224305,1132.2004418562751,1
1206,13.18,21.5,8.51,0.28,90.23,3.0,304.65,1.9,5.855838539163864,34.614771682635876,1
1207,19.29,58.51,8.16,0.0,84.56,59.71,819.04,10.29,101.01026711349097,5406.461074915898,1
1208,15.8,27.0,7.6,0.0,91.2,48.3,97.8,12.5,43.22800274536719,2411.4728603568365,1
1209,29.81,65.28,27.77,0.0,57.9,11.18,6.9,1.77,4.427087517934004,23.178592867516695,0
1210,23.36,71.26,4.2,6.79,81.88,9.17,208.29,1.11,16.521586402266287,68.80072283601002,0
1211,32.82,64.87,16.31,0.07,93.19,56.36,501.55,15.43,87.99862401743326,6889.141606311605,1
1212,35.6,69.0,23.78,3.62,41.16,0.76,45.36,3.0,1.4588912399492169,10.59574076840114,0
1213,31.76,53.19,0.45,0.38,83.8,36.54,592.49,6.06,63.317690102948056,1834.5148334718526,1
1214,36.64,67.61,11.27,4.21,47.72,15.89,83.71,0.0,21.552264754729208,0.0,0
1215,9.0,22.1,2.76,0.08,93.53,238.0,425.45,11.84,198.45577931304817,13806.45253050208,1
1216,24.0,82.0,15.0,0.4,44.9,0.9,7.3,0.2,1.3759162303664922,0.6592032950788952,0
1217,20.58,73.76,7.06,2.95,69.43,2.28,6.9,1.77,2.497142857142857,11.790481321078639,0
1218,39.0,52.64,20.85,0.0,80.84,0.7,129.03,1.75,1.3812662486618745,5.794513926507948,0
1219,28.69,73.78,21.77,1.93,58.06,12.12,6.9,0.34,4.4961290322580645,4.534467788803407,0
1220,38.92,97.06,6.17,2.55,57.31,21.52,96.98,0.0,27.682843878498478,0.0,0
1221,31.7,47.45,9.52,0.0,87.31,214.08,684.14,1.95,240.22945396690014,2849.053398507944,1
1222,6.58,65.83,12.16,0.0,88.21,189.59,234.5,14.96,125.50578354917252,10156.555869899423,1
1223,24.39,53.2,14.89,1.77,61.54,7.87,172.17,1.39,14.125756730694048,71.60855925027846,0
1224,35.0,58.0,10.0,0.2,78.3,10.8,19.7,1.6,9.111777301927194,49.12431907274575,0
1225,17.82,83.72,14.72,0.0,56.13,1.05,6.9,0.55,1.521259842519685,2.040959832974427,0
1226,26.83,35.54,0.4,0.4,94.78,83.82,7.9,5.48,6.090393193837664,104.57382092501227,1
1227,24.9,95.49,11.64,0.0,47.29,0.7,70.14,2.7,1.3659201557935734,8.822972703414173,0
1228,26.79,57.02,7.79,0.82,91.03,126.38,7.9,6.35,6.165829859502857,122.94963156117275,1
1229,20.8,57.19,5.64,0.0,88.43,204.54,277.28,8.26,143.83133078883634,6586.690284146094,1
1230,29.16,47.09,5.2,0.72,87.63,75.21,278.41,10.85,89.78406894851373,4960.514523525977,1
1231,22.49,16.62,13.43,0.0,85.39,148.84,9.5,9.49,7.410796645702305,228.30142508095122,1
1232,32.38,63.08,16.01,0.0,59.59,15.42,6.9,1.79,4.681980198019803,25.041828101515897,0
1233,30.48,56.99,15.55,0.97,79.13,31.17,29.49,1.22,17.11498952660243,78.83527396305816,0
1234,28.2,47.46,19.47,0.0,71.48,16.2,93.39,0.94,22.59941743222048,84.33286710325102,0
1235,23.45,42.37,3.91,0.0,86.78,3.0,537.27,12.89,5.917396332397159,237.75081479911495,1
1236,22.9,40.0,1.3,0.0,91.6,100.2,466.3,6.3,130.36623883928573,4473.371705085654,1
1237,38.85,48.22,13.2,0.0,55.2,26.92,75.16,2.13,28.40526744349291,250.30654960155164,0
1238,18.37,27.41,9.46,0.0,89.82,178.62,860.6,7.08,235.19928393833916,10089.05102662644,1
1239,9.89,59.95,9.72,0.72,88.32,4.58,574.08,8.17,8.980876812460505,246.5926110740575,1
1240,22.23,72.16,17.2,0.0,57.78,0.7,6.9,1.35,1.1167630057803468,3.478044140226726,0
1241,12.37,54.79,1.2,0.42,85.32,70.89,274.68,9.39,86.17769309921333,4090.2025846943425,1
1242,19.36,33.44,2.8,0.4,89.95,155.43,314.19,16.52,138.9783261830057,12650.290697405559,1
1243,26.24,62.21,5.11,0.0,90.23,30.21,364.4,9.47,50.047276240268225,2171.795384132736,1
1244,21.9,39.0,1.8,0.0,90.9,126.5,686.5,7.0,173.20817751184242,6951.324342144651,1
1245,16.57,47.85,12.01,0.0,96.2,145.43,600.47,15.44,181.16654741220586,16167.673117495013,1
1246,20.16,74.01,8.45,7.0,56.37,14.33,145.21,0.25,22.98847515673765,22.8854694553689,0
1247,24.77,36.37,3.15,1.08,87.35,185.63,860.6,14.97,241.1960337441259,21975.887661043773,1
1248,28.48,58.95,12.25,2.24,66.9,0.7,29.2,1.6,1.3208400646203553,5.025341315106352,0
1249,15.92,70.88,3.78,0.47,94.48,96.28,755.48,1.9,146.0330751470618,1542.5146126679774,1
1250,33.0,78.0,17.0,0.0,80.1,4.6,18.5,2.7,5.673333333333333,47.38480513677524,0
1251,36.07,82.68,14.32,3.0,79.55,7.85,6.9,1.05,4.084071630537229,12.501354620293085,0
1252,16.35,53.0,9.96,0.09,93.08,91.04,307.4,4.21,104.61942429906543,2305.5702071248948,1
1253,32.13,68.34,18.78,4.72,42.61,7.83,99.16,0.0,13.078246515349306,0.0,0
1254,10.14,62.65,3.73,0.22,92.71,121.67,572.39,3.54,158.89909202398,3175.172817392221,1
1255,29.0,41.0,8.0,0.1,83.9,24.9,86.0,2.7,28.889038785834742,323.6788048159477,1
1256,34.05,48.27,11.01,5.92,80.7,16.11,153.44,0.62,25.521187311256224,64.20876721039693,0
1257,13.73,48.2,12.74,0.67,89.53,86.84,73.75,6.41,44.039539281416545,1264.0546083877002,1
1258,11.6,87.0,4.5,0.0,91.4,142.4,601.4,10.6,178.8998537706288,10935.816097125473,1
1259,25.99,49.95,8.16,0.36,90.82,3.0,798.29,12.27,5.94415418409263,227.52373112445346,1
1260,32.75,61.14,5.14,0.17,89.2,28.29,415.54,13.91,48.35070013264372,3062.77579219122,1
1261,11.2,39.81,7.68,0.0,90.92,153.44,253.83,10.29,122.20220322231461,6769.471005237507,1
1262,21.1,71.0,7.6,1.4,91.0,166.9,752.6,7.1,214.74366799162283,9087.156356083624,1
1263,22.63,66.95,15.46,3.93,62.24,52.13,138.62,0.15,53.73783189871536,37.414216628760855,0
1264,17.84,75.01,10.38,0.56,89.1,172.53,617.06,12.22,203.09592716416202,14643.69357577101,1
1265,10.74,85.28,12.61,5.34,76.61,11.65,6.9,1.23,4.462734212352533,16.260369993819406,0
1266,25.7,39.0,5.4,0.0,91.8,175.1,700.7,13.8,215.54318591066803,17740.01372551935,1
1267,22.96,52.56,13.96,0.16,88.72,110.86,270.3,3.6,109.47285779523243,2079.923120633999,1
1268,24.58,36.05,7.63,0.0,91.43,40.1,464.48,11.8,65.96301949604236,3748.9892167446615,1
1269,27.16,41.4,23.35,1.38,78.75,15.69,205.93,1.85,26.35917439986947,199.03873418428716,0
1270,28.45,19.26,10.24,0.0,94.48,114.21,506.67,14.62,146.09226440459736,11874.923246691713,1
1271,27.83,63.31,15.01,0.0,57.42,0.7,198.36,1.42,1.3877567337964116,4.727926290287664,0
1272,15.08,48.98,11.8,0.69,91.15,121.59,645.7,5.37,165.3421707426225,5047.962226810603,1
1273,37.5,51.56,15.15,0.0,58.45,9.42,6.9,0.34,4.269162561576356,4.265502055688877,0
1274,27.69,67.47,19.36,4.24,72.63,13.18,123.76,0.0,20.81752026035352,0.0,0
1275,30.88,65.46,16.86,0.0,70.62,21.64,6.9,2.1,4.895606557377049,30.967516546958382,0
1276,26.88,17.45,0.4,0.01,92.92,3.0,30.72,11.36,4.822605965463109,164.5747117521117,1
1277,28.47,58.95,20.0,0.0,60.4,39.57,18.35,1.33,12.383022809635474,58.65377502177553,0
1278,38.84,77.16,12.12,1.86,69.42,9.17,117.44,1.04,15.344634346168915,59.076616977503434,0
1279,19.6,43.0,4.9,0.0,91.2,147.8,377.2,12.7,149.32411945895274,10585.343514713111,1
1280,30.16,50.83,10.05,0.0,60.48,33.83,177.61,0.51,45.83440166294792,105.42846745806024,0
1281,29.48,62.17,19.23,0.0,69.69,0.7,113.21,1.76,1.3786882393876128,5.814787825495181,0
1282,25.44,52.11,7.09,0.0,89.7,12.13,259.8,12.54,21.72424989228781,1073.7876858731222,1
1283,2.2,48.04,0.4,0.0,87.87,139.96,38.74,9.56,27.902688349114865,1100.014567904709,1
1284,26.91,63.33,14.51,0.23,90.96,89.03,712.76,17.6,135.68833156035004,13101.491464200693,1
1285,24.8,59.86,17.04,1.74,82.1,3.44,47.91,1.67,5.832964077154487,30.284316153911753,1
1286,32.62,44.12,11.37,0.05,89.27,38.65,98.15,17.48,38.95261198819151,2982.101033117645,1
1287,30.58,48.49,4.32,0.45,87.2,3.0,106.94,11.31,5.6067808458580926,195.74393304916057,1
1288,19.65,40.75,4.34,0.37,89.16,28.79,63.37,9.09,26.959581809449926,1004.3300131500845,1
1289,35.79,34.21,11.69,0.0,86.19,102.23,462.19,8.7,131.6578091715255,6249.825628032828,1
1290,5.61,55.23,8.38,0.0,94.4,158.66,21.72,16.69,16.473911609341013,1030.9671784844663,1
1291,16.09,87.85,18.57,5.34,60.79,0.7,127.75,2.29,1.381081081081081,7.581335438164696,0
1292,19.55,38.12,2.8,0.0,92.15,180.98,566.86,15.02,201.29366493019785,17810.642838483156,1
1293,13.59,32.92,9.03,0.0,85.96,20.16,266.0,4.64,33.89734513274336,671.7880371777668,1
1294,30.27,62.22,14.48,0.0,53.47,8.95,6.9,1.7,4.218958155422716,21.031753078152146,0
1295,9.0,49.0,2.2,0.0,87.6,52.2,103.8,5.0,46.25147247119079,1044.724373304054,1
1296,22.88,48.59,18.89,0.0,80.71,15.96,66.61,2.23,19.962362219509906,172.8078000339344,1
1297,32.51,59.24,13.57,0.0,87.37,138.64,289.93,6.92,126.29693871459318,4733.066348198338,1
1298,34.02,85.82,20.24,1.07,76.94,5.19,6.9,1.75,3.6036226415094337,17.9738851771655,0
1299,13.69,56.51,1.03,0.0,94.09,45.38,713.22,7.62,78.30433812766886,2964.2549715398886,1
1300,18.61,40.23,4.29,1.35,89.1,111.18,208.76,6.17,95.3748096402375,3029.363139516718,1
1301,30.29,69.81,12.93,0.09,44.61,0.7,97.36,1.2,1.3752799919281602,3.953060838101236,0
1302,31.52,72.97,0.57,0.0,92.02,95.22,706.46,7.1,142.44236948258887,5597.197561670304,1
1303,12.09,22.17,3.98,0.0,80.97,111.77,860.6,13.82,168.74939058353985,13307.829498535491,1
1304,16.59,44.71,7.57,0.21,90.44,3.0,729.4,4.73,5.938933369520967,87.61789040750871,1
1305,27.6,70.09,1.88,0.06,72.71,14.46,44.53,0.99,15.961918691125433,58.91656032210026,0
1306,17.44,42.64,5.35,0.03,85.68,154.19,400.29,11.15,157.09713489402046,9867.153343435673,1
1307,28.24,67.23,0.4,0.81,88.27,79.55,35.73,6.68,24.23069840796232,650.694379190494,1
1308,17.38,42.19,7.51,0.57,85.87,232.12,49.16,2.28,36.25653480761288,357.390889162542,1
1309,26.32,42.76,0.4,0.0,96.03,51.01,297.21,12.34,71.38889943141017,4304.011370200876,1
1310,31.94,62.82,15.8,3.01,63.68,2.15,68.92,1.04,3.988909078672858,12.04242439926936,0
1311,18.18,44.74,1.18,0.0,93.14,182.43,401.3,11.45,170.77511940516112,11182.074282736217,1
1312,21.09,54.93,4.6,0.58,93.06,26.86,89.38,17.86,30.67459017440746,2298.1499019794333,1
1313,30.0,64.0,14.0,0.0,79.4,5.2,15.4,2.2,5.63943661971831,38.337670540814536,0
1314,39.53,77.48,0.4,0.16,92.24,144.07,435.07,6.42,157.6382998950009,5704.4668277458695,1
1315,21.52,46.15,16.61,0.0,69.64,23.92,6.9,0.36,4.948965517241379,5.377088565165217,0
1316,27.87,78.88,5.76,2.6,70.11,5.27,179.7,0.0,9.82002851587816,0.0,0
1317,17.4,50.0,4.0,0.0,85.6,90.4,609.6,6.6,131.90004786979418,4751.546623983433,1
1318,31.0,78.0,14.0,0.3,56.9,1.9,8.0,0.7,2.3843137254901965,4.415219328873588,0
1319,31.3,74.68,13.87,0.0,63.33,28.36,105.72,1.18,33.951072358736276,171.1623496740606,0
1320,15.88,53.86,14.81,2.71,82.1,45.77,147.52,1.68,51.552733589112215,398.9996036608115,1
1321,18.92,45.37,8.49,0.47,85.29,162.1,7.9,8.17,6.199152850054461,159.19845184672025,1
1322,31.47,54.06,7.57,0.7,88.88,136.22,860.6,13.7,195.19782208716646,15666.23923660802,1
1323,25.4,72.34,9.11,1.58,58.08,20.29,6.9,2.13,4.8590368763557485,31.13312210058805,0
